timestamp,vm_id,hypervisor_name,hypervisor_group,scaphandre_vm_power_total_watts
2025-03-28T10:12:00Z,371cbbd3,e5886d85,b8994569,0.0
2025-03-28T10:15:00Z,371cbbd3,e5886d85,b8994569,0.47
2025-03-28T10:18:00Z,371cbbd3,e5886d85,b8994569,0.23
2025-03-28T10:21:00Z,371cbbd3,e5886d85,b8994569,0.06
2025-03-28T10:24:00Z,371cbbd3,e5886d85,b8994569,0.06
2025-03-28T10:27:00Z,371cbbd3,e5886d85,b8994569,0.1
2025-03-28T10:30:00Z,371cbbd3,e5886d85,b8994569,0.05
2025-03-28T10:33:00Z,371cbbd3,e5886d85,b8994569,0.03
2025-03-28T10:36:00Z,371cbbd3,e5886d85,b8994569,0.03
2025-03-28T10:39:00Z,371cbbd3,e5886d85,b8994569,0.03
2025-03-28T10:42:00Z,371cbbd3,e5886d85,b8994569,0.03
2025-03-28T10:45:00Z,371cbbd3,e5886d85,b8994569,1.37
2025-03-28T10:48:00Z,371cbbd3,e5886d85,b8994569,1.37
2025-03-28T10:51:00Z,371cbbd3,e5886d85,b8994569,102.83
2025-03-28T10:54:00Z,371cbbd3,e5886d85,b8994569,0.4
2025-03-28T10:57:00Z,371cbbd3,e5886d85,b8994569,26.5
2025-03-28T11:00:00Z,371cbbd3,e5886d85,b8994569,9.21
2025-03-28T11:03:00Z,371cbbd3,e5886d85,b8994569,26.49
2025-03-28T11:06:00Z,371cbbd3,e5886d85,b8994569,21.46
2025-03-28T11:09:00Z,371cbbd3,e5886d85,b8994569,7.48
2025-03-28T11:12:00Z,371cbbd3,e5886d85,b8994569,5.54
2025-03-28T11:15:00Z,371cbbd3,e5886d85,b8994569,38.36
2025-03-28T11:18:00Z,371cbbd3,e5886d85,b8994569,249.02
2025-03-28T11:21:00Z,371cbbd3,e5886d85,b8994569,242.33
2025-03-28T11:24:00Z,371cbbd3,e5886d85,b8994569,281.43
2025-03-28T11:27:00Z,371cbbd3,e5886d85,b8994569,263.14
2025-03-28T11:30:00Z,371cbbd3,e5886d85,b8994569,263.22
2025-03-28T11:33:00Z,371cbbd3,e5886d85,b8994569,263.36
2025-03-28T11:36:00Z,371cbbd3,e5886d85,b8994569,243.13
2025-03-28T11:39:00Z,371cbbd3,e5886d85,b8994569,223.4
2025-03-28T11:42:00Z,371cbbd3,e5886d85,b8994569,261.96
2025-03-28T11:45:00Z,371cbbd3,e5886d85,b8994569,257.47
2025-03-28T11:48:00Z,371cbbd3,e5886d85,b8994569,224.56
2025-03-28T11:51:00Z,371cbbd3,e5886d85,b8994569,32.2
2025-03-28T11:54:00Z,371cbbd3,e5886d85,b8994569,7.58
2025-03-28T11:57:00Z,371cbbd3,e5886d85,b8994569,20.44
2025-03-28T12:00:00Z,371cbbd3,e5886d85,b8994569,3.2
2025-03-28T12:03:00Z,371cbbd3,e5886d85,b8994569,77.01
2025-03-28T12:06:00Z,371cbbd3,e5886d85,b8994569,91.15
2025-03-28T12:09:00Z,371cbbd3,e5886d85,b8994569,91.59
2025-03-28T12:12:00Z,371cbbd3,e5886d85,b8994569,92.24
2025-03-28T12:15:00Z,371cbbd3,e5886d85,b8994569,93.0
2025-03-28T12:18:00Z,371cbbd3,e5886d85,b8994569,92.78
2025-03-28T12:21:00Z,371cbbd3,e5886d85,b8994569,91.67
2025-03-28T12:24:00Z,371cbbd3,e5886d85,b8994569,92.27
2025-03-28T12:27:00Z,371cbbd3,e5886d85,b8994569,92.33
2025-03-28T12:30:00Z,371cbbd3,e5886d85,b8994569,92.15
2025-03-28T12:33:00Z,371cbbd3,e5886d85,b8994569,92.03
2025-03-28T12:36:00Z,371cbbd3,e5886d85,b8994569,92.79
2025-03-28T12:39:00Z,371cbbd3,e5886d85,b8994569,92.41
2025-03-28T12:42:00Z,371cbbd3,e5886d85,b8994569,92.0
2025-03-28T12:45:00Z,371cbbd3,e5886d85,b8994569,92.79
2025-03-28T12:48:00Z,371cbbd3,e5886d85,b8994569,92.38
2025-03-28T12:51:00Z,371cbbd3,e5886d85,b8994569,91.32
2025-03-28T12:54:00Z,371cbbd3,e5886d85,b8994569,91.51
2025-03-28T12:57:00Z,371cbbd3,e5886d85,b8994569,92.14
2025-03-28T13:00:00Z,371cbbd3,e5886d85,b8994569,91.73
2025-03-28T13:03:00Z,371cbbd3,e5886d85,b8994569,91.99
2025-03-28T13:06:00Z,371cbbd3,e5886d85,b8994569,92.18
2025-03-28T13:09:00Z,371cbbd3,e5886d85,b8994569,92.39
2025-03-28T13:12:00Z,371cbbd3,e5886d85,b8994569,93.04
2025-03-28T13:15:00Z,371cbbd3,e5886d85,b8994569,93.2
2025-03-28T13:18:00Z,371cbbd3,e5886d85,b8994569,92.68
2025-03-28T13:21:00Z,371cbbd3,e5886d85,b8994569,92.64
2025-03-28T13:24:00Z,371cbbd3,e5886d85,b8994569,92.45
2025-03-28T13:27:00Z,371cbbd3,e5886d85,b8994569,92.2
2025-03-28T13:30:00Z,371cbbd3,e5886d85,b8994569,91.73
2025-03-28T13:33:00Z,371cbbd3,e5886d85,b8994569,91.91
2025-03-28T13:36:00Z,371cbbd3,e5886d85,b8994569,92.71
2025-03-28T13:39:00Z,371cbbd3,e5886d85,b8994569,92.3
2025-03-28T13:42:00Z,371cbbd3,e5886d85,b8994569,91.87
2025-03-28T13:45:00Z,371cbbd3,e5886d85,b8994569,92.45
2025-03-28T13:48:00Z,371cbbd3,e5886d85,b8994569,91.24
2025-03-28T13:51:00Z,371cbbd3,e5886d85,b8994569,90.73
2025-03-28T13:54:00Z,371cbbd3,e5886d85,b8994569,91.04
2025-03-28T13:57:00Z,371cbbd3,e5886d85,b8994569,90.73
2025-03-28T14:00:00Z,371cbbd3,e5886d85,b8994569,90.96
2025-03-28T14:03:00Z,371cbbd3,e5886d85,b8994569,91.29
2025-03-28T14:06:00Z,371cbbd3,e5886d85,b8994569,91.33
2025-03-28T14:09:00Z,371cbbd3,e5886d85,b8994569,89.88
2025-03-28T14:12:00Z,371cbbd3,e5886d85,b8994569,90.89
2025-03-28T14:15:00Z,371cbbd3,e5886d85,b8994569,91.35
2025-03-28T14:18:00Z,371cbbd3,e5886d85,b8994569,91.51
2025-03-28T14:21:00Z,371cbbd3,e5886d85,b8994569,90.37
2025-03-28T14:24:00Z,371cbbd3,e5886d85,b8994569,91.03
2025-03-28T14:27:00Z,371cbbd3,e5886d85,b8994569,91.3
2025-03-28T14:30:00Z,371cbbd3,e5886d85,b8994569,90.42
2025-03-28T14:33:00Z,371cbbd3,e5886d85,b8994569,90.79
2025-03-28T14:36:00Z,371cbbd3,e5886d85,b8994569,90.62
2025-03-28T14:39:00Z,371cbbd3,e5886d85,b8994569,91.14
2025-03-28T14:42:00Z,371cbbd3,e5886d85,b8994569,90.76
2025-03-28T14:45:00Z,371cbbd3,e5886d85,b8994569,91.27
2025-03-28T14:48:00Z,371cbbd3,e5886d85,b8994569,90.61
2025-03-28T14:51:00Z,371cbbd3,e5886d85,b8994569,88.56
2025-03-28T14:54:00Z,371cbbd3,e5886d85,b8994569,92.22
2025-03-28T14:57:00Z,371cbbd3,e5886d85,b8994569,93.91
2025-03-28T15:00:00Z,371cbbd3,e5886d85,b8994569,95.95
2025-03-28T15:03:00Z,371cbbd3,e5886d85,b8994569,98.89
2025-03-28T15:06:00Z,371cbbd3,e5886d85,b8994569,97.08
2025-03-28T15:09:00Z,371cbbd3,e5886d85,b8994569,96.18
2025-03-28T15:12:00Z,371cbbd3,e5886d85,b8994569,96.95
2025-03-28T15:15:00Z,371cbbd3,e5886d85,b8994569,96.95
2025-03-28T15:18:00Z,371cbbd3,e5886d85,b8994569,95.54
2025-03-28T15:21:00Z,371cbbd3,e5886d85,b8994569,92.75
2025-03-28T15:24:00Z,371cbbd3,e5886d85,b8994569,96.17
2025-03-28T15:27:00Z,371cbbd3,e5886d85,b8994569,114.97
2025-03-28T15:30:00Z,371cbbd3,e5886d85,b8994569,163.14
2025-03-28T15:33:00Z,371cbbd3,e5886d85,b8994569,186.38
2025-03-28T15:36:00Z,371cbbd3,e5886d85,b8994569,189.24
2025-03-28T15:39:00Z,371cbbd3,e5886d85,b8994569,185.66
2025-03-28T15:42:00Z,371cbbd3,e5886d85,b8994569,171.76
2025-03-28T15:45:00Z,371cbbd3,e5886d85,b8994569,180.76
2025-03-28T15:48:00Z,371cbbd3,e5886d85,b8994569,183.39
2025-03-28T15:51:00Z,371cbbd3,e5886d85,b8994569,177.48
2025-03-28T15:54:00Z,371cbbd3,e5886d85,b8994569,179.43
2025-03-28T15:57:00Z,371cbbd3,e5886d85,b8994569,182.26
2025-03-28T16:00:00Z,371cbbd3,e5886d85,b8994569,180.08
2025-03-28T16:03:00Z,371cbbd3,e5886d85,b8994569,180.88
2025-03-28T16:06:00Z,371cbbd3,e5886d85,b8994569,181.38
2025-03-28T16:09:00Z,371cbbd3,e5886d85,b8994569,182.43
2025-03-28T16:12:00Z,371cbbd3,e5886d85,b8994569,182.33
2025-03-28T16:15:00Z,371cbbd3,e5886d85,b8994569,179.16
2025-03-28T16:18:00Z,371cbbd3,e5886d85,b8994569,181.33
2025-03-28T16:21:00Z,371cbbd3,e5886d85,b8994569,182.25
2025-03-28T16:24:00Z,371cbbd3,e5886d85,b8994569,181.96
2025-03-28T16:27:00Z,371cbbd3,e5886d85,b8994569,182.3
2025-03-28T16:30:00Z,371cbbd3,e5886d85,b8994569,182.78
