timestamp,vm_id,hypervisor_name,hypervisor_group,scaphandre_vm_power_total_watts
2025-02-07T17:12:00Z,0d8d4424,1125a01c,a6177608,0.0
2025-02-07T17:15:00Z,0d8d4424,1125a01c,a6177608,3.92
2025-02-07T17:18:00Z,0d8d4424,1125a01c,a6177608,0.08
2025-02-07T17:21:00Z,0d8d4424,1125a01c,a6177608,1.05
2025-02-07T17:24:00Z,0d8d4424,1125a01c,a6177608,2.19
2025-02-07T17:27:00Z,0d8d4424,1125a01c,a6177608,0.85
2025-02-07T17:30:00Z,0d8d4424,1125a01c,a6177608,2.0
2025-02-07T17:33:00Z,0d8d4424,1125a01c,a6177608,3.24
2025-02-07T17:36:00Z,0d8d4424,1125a01c,a6177608,3.22
2025-02-07T17:39:00Z,0d8d4424,1125a01c,a6177608,45.59
2025-02-07T17:42:00Z,0d8d4424,1125a01c,a6177608,9.34
2025-02-07T17:45:00Z,0d8d4424,1125a01c,a6177608,1.13
2025-02-07T17:48:00Z,0d8d4424,1125a01c,a6177608,1.18
2025-02-07T17:51:00Z,0d8d4424,1125a01c,a6177608,29.18
2025-02-07T17:54:00Z,0d8d4424,1125a01c,a6177608,33.68
2025-02-07T17:57:00Z,0d8d4424,1125a01c,a6177608,32.92
2025-02-07T18:00:00Z,0d8d4424,1125a01c,a6177608,32.83
2025-02-07T18:03:00Z,0d8d4424,1125a01c,a6177608,32.63
2025-02-07T18:06:00Z,0d8d4424,1125a01c,a6177608,32.52
2025-02-07T18:09:00Z,0d8d4424,1125a01c,a6177608,33.67
2025-02-07T18:12:00Z,0d8d4424,1125a01c,a6177608,35.08
2025-02-07T18:15:00Z,0d8d4424,1125a01c,a6177608,12.25
2025-02-07T18:18:00Z,0d8d4424,1125a01c,a6177608,2.42
2025-02-07T18:21:00Z,0d8d4424,1125a01c,a6177608,2.43
2025-02-07T18:24:00Z,0d8d4424,1125a01c,a6177608,2.59
2025-02-07T18:27:00Z,0d8d4424,1125a01c,a6177608,39.64
2025-02-07T18:30:00Z,0d8d4424,1125a01c,a6177608,1.79
2025-02-07T18:33:00Z,0d8d4424,1125a01c,a6177608,1.94
2025-02-07T18:36:00Z,0d8d4424,1125a01c,a6177608,2.18
2025-02-07T18:39:00Z,0d8d4424,1125a01c,a6177608,2.54
2025-02-07T18:42:00Z,0d8d4424,1125a01c,a6177608,2.45
2025-02-07T18:45:00Z,0d8d4424,1125a01c,a6177608,2.45
2025-02-07T18:48:00Z,0d8d4424,1125a01c,a6177608,2.49
2025-02-07T18:51:00Z,0d8d4424,1125a01c,a6177608,2.43
2025-02-07T18:54:00Z,0d8d4424,1125a01c,a6177608,37.72
2025-02-07T18:57:00Z,0d8d4424,1125a01c,a6177608,1.91
2025-02-07T19:00:00Z,0d8d4424,1125a01c,a6177608,1.73
2025-02-07T19:03:00Z,0d8d4424,1125a01c,a6177608,1.85
2025-02-07T19:06:00Z,0d8d4424,1125a01c,a6177608,2.41
2025-02-07T19:09:00Z,0d8d4424,1125a01c,a6177608,2.53
2025-02-07T19:12:00Z,0d8d4424,1125a01c,a6177608,2.49
2025-02-07T19:15:00Z,0d8d4424,1125a01c,a6177608,2.64
2025-02-07T19:18:00Z,0d8d4424,1125a01c,a6177608,2.87
2025-02-07T19:21:00Z,0d8d4424,1125a01c,a6177608,2.89
