timestamp,vm_id,hypervisor_name,hypervisor_group,scaphandre_vm_power_total_watts
2025-02-12T16:39:00Z,ea34e3b8,bb37a269,a6177608,0.0
2025-02-12T16:42:00Z,ea34e3b8,bb37a269,a6177608,0.07
2025-02-12T16:45:00Z,ea34e3b8,bb37a269,a6177608,0.4
2025-02-12T16:48:00Z,ea34e3b8,bb37a269,a6177608,0.4
2025-02-12T16:51:00Z,ea34e3b8,bb37a269,a6177608,0.4
