timestamp,vm_id,hypervisor_name,hypervisor_group,scaphandre_vm_power_total_watts
2025-04-03T09:27:00Z,74cc34d2,49964896,a6177608,0.14
2025-04-03T09:30:00Z,74cc34d2,49964896,a6177608,0.31
2025-04-03T09:33:00Z,74cc34d2,49964896,a6177608,0.4
2025-04-03T09:36:00Z,74cc34d2,49964896,a6177608,0.21
2025-04-03T09:39:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T09:42:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T09:45:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T09:48:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T09:51:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T09:54:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T09:57:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:00:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:03:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:06:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:09:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:12:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:15:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:18:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:21:00Z,74cc34d2,49964896,a6177608,0.03
2025-04-03T10:24:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:27:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:30:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:33:00Z,74cc34d2,49964896,a6177608,0.19
2025-04-03T10:36:00Z,74cc34d2,49964896,a6177608,0.31
2025-04-03T10:39:00Z,74cc34d2,49964896,a6177608,0.08
2025-04-03T10:42:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:45:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:48:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:51:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:54:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T10:57:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:00:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:03:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:06:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:09:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:12:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:15:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:18:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:21:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:24:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:27:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:30:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:33:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:36:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:39:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T11:42:00Z,74cc34d2,49964896,a6177608,0.22
2025-04-03T11:45:00Z,74cc34d2,49964896,a6177608,0.38
2025-04-03T11:48:00Z,74cc34d2,49964896,a6177608,0.31
2025-04-03T11:51:00Z,74cc34d2,49964896,a6177608,0.2
2025-04-03T11:54:00Z,74cc34d2,49964896,a6177608,0.23
2025-04-03T11:57:00Z,74cc34d2,49964896,a6177608,0.21
2025-04-03T12:00:00Z,74cc34d2,49964896,a6177608,0.25
2025-04-03T12:03:00Z,74cc34d2,49964896,a6177608,0.22
2025-04-03T12:06:00Z,74cc34d2,49964896,a6177608,0.18
2025-04-03T12:09:00Z,74cc34d2,49964896,a6177608,0.25
2025-04-03T12:12:00Z,74cc34d2,49964896,a6177608,0.25
2025-04-03T12:15:00Z,74cc34d2,49964896,a6177608,0.24
2025-04-03T12:18:00Z,74cc34d2,49964896,a6177608,0.23
2025-04-03T12:21:00Z,74cc34d2,49964896,a6177608,0.23
2025-04-03T12:24:00Z,74cc34d2,49964896,a6177608,0.21
2025-04-03T12:27:00Z,74cc34d2,49964896,a6177608,0.27
2025-04-03T12:30:00Z,74cc34d2,49964896,a6177608,0.23
2025-04-03T12:33:00Z,74cc34d2,49964896,a6177608,0.23
2025-04-03T12:36:00Z,74cc34d2,49964896,a6177608,0.21
2025-04-03T12:39:00Z,74cc34d2,49964896,a6177608,0.22
2025-04-03T12:42:00Z,74cc34d2,49964896,a6177608,0.26
2025-04-03T12:45:00Z,74cc34d2,49964896,a6177608,0.23
2025-04-03T12:48:00Z,74cc34d2,49964896,a6177608,0.23
2025-04-03T12:51:00Z,74cc34d2,49964896,a6177608,0.21
2025-04-03T12:54:00Z,74cc34d2,49964896,a6177608,0.24
2025-04-03T12:57:00Z,74cc34d2,49964896,a6177608,0.26
2025-04-03T13:00:00Z,74cc34d2,49964896,a6177608,0.23
2025-04-03T13:03:00Z,74cc34d2,49964896,a6177608,0.22
2025-04-03T13:06:00Z,74cc34d2,49964896,a6177608,0.25
2025-04-03T13:09:00Z,74cc34d2,49964896,a6177608,0.21
2025-04-03T13:12:00Z,74cc34d2,49964896,a6177608,0.25
2025-04-03T13:15:00Z,74cc34d2,49964896,a6177608,0.18
2025-04-03T13:18:00Z,74cc34d2,49964896,a6177608,0.19
2025-04-03T13:21:00Z,74cc34d2,49964896,a6177608,0.24
2025-04-03T13:24:00Z,74cc34d2,49964896,a6177608,0.22
2025-04-03T13:27:00Z,74cc34d2,49964896,a6177608,0.19
2025-04-03T13:30:00Z,74cc34d2,49964896,a6177608,0.19
2025-04-03T13:33:00Z,74cc34d2,49964896,a6177608,0.2
2025-04-03T13:36:00Z,74cc34d2,49964896,a6177608,0.17
2025-04-03T13:39:00Z,74cc34d2,49964896,a6177608,0.11
2025-04-03T13:42:00Z,74cc34d2,49964896,a6177608,0.05
2025-04-03T13:45:00Z,74cc34d2,49964896,a6177608,0.05
2025-04-03T13:48:00Z,74cc34d2,49964896,a6177608,0.11
2025-04-03T13:51:00Z,74cc34d2,49964896,a6177608,0.1
2025-04-03T13:54:00Z,74cc34d2,49964896,a6177608,0.18
2025-04-03T13:57:00Z,74cc34d2,49964896,a6177608,0.1
2025-04-03T14:00:00Z,74cc34d2,49964896,a6177608,0.07
2025-04-03T14:03:00Z,74cc34d2,49964896,a6177608,0.24
2025-04-03T14:06:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:09:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:12:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:15:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:18:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:21:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:24:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:27:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:30:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:33:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:36:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:39:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:42:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:45:00Z,74cc34d2,49964896,a6177608,0.02
2025-04-03T14:48:00Z,74cc34d2,49964896,a6177608,0.02
